cedric,0.873292424457
enrique,0.852838048696
danielle,0.632142683311
utica,0.577571039306
sams,0.577144790992
imam,0.5739935731
bernie,0.569441527029
sam,0.548531366426
beck,0.534536648987
marines,0.444516532601
milestone,0.435033469683
marler,0.424660671228
arias,0.37499825594
imams,0.362657162988
tornado,0.336800105561
lady,0.329581127407
mosque,0.329383878119
partner,0.324108325916
casket,0.318363593395
cathey,0.298089441742
diane,0.294609787923
michelle,0.280652553583
inmates,0.280174864666
mardi,0.280012781958
marine,0.275243859598
courtroom,0.265466999221
gras,0.262415364386
muslims,0.243190668139
debbie,0.241846888537
mccarty,0.230187708857
beatrice,0.22881249515
mit,0.219709190336
fishing,0.217420043766
boat,0.2134564882
mary,0.211703863081
katherine,0.20262892111
islamic,0.190650554811
knife,0.188275262414
chiefs,0.18826790904
coast,0.186330203179
like,0.18374190872
fuzzy,0.180486694583
says,0.180012412406
islam,0.175271672458
just,0.173059171927
bed,0.169270283705
boy,0.168349518944
mccartys,0.168007669175
bannock,0.168007669175
