osha,1.42126340024
police,0.891040271081
hog,0.820889507806
rizzo,0.781820699858
forks,0.716845215513
escrow,0.679788383892
retarded,0.667603003596
taliban,0.621425557695
officers,0.558517970743
safety,0.552180268339
options,0.516632706993
city,0.47814310786
district,0.470525299097
dc,0.467987095731
reed,0.455533642076
shootings,0.447932319849
priests,0.441721713281
hospital,0.426341730655
fish,0.415516475233
portland,0.413595628413
immigration,0.411228246756
archdiocese,0.393172148342
officials,0.392249610382
walter,0.389471372006
records,0.382599095393
inspectors,0.38207806573
royalties,0.373918633287
soldiers,0.369630242495
hooper,0.363353093997
grants,0.359963224926
bell,0.355018839272
officer,0.353396126311
county,0.349386410295
water,0.343512951302
gas,0.341716789712
students,0.334094397162
school,0.333817918619
asylum,0.323282711943
supervisors,0.319785871754
abuse,0.313630573145
medical,0.308700810778
gun,0.300009589482
stock,0.298796441068
gulf,0.294363575591
afghanistan,0.292990912675
workers,0.29211463831
croix,0.289963185795
wetlands,0.285265874896
years,0.283891395009
