elian,0.777163181074
police,0.711097145916
beck,0.655576309122
columbine,0.653892389091
kim,0.613981953272
governor,0.576553569031
arkansas,0.542897084225
tuscaloosa,0.529645441185
tornado,0.516426830292
lottery,0.513949382791
cho,0.498725684723
students,0.481902054943
fire,0.450357617181
bernardino,0.41183581784
spitzer,0.39440908007
shooting,0.388317012227
county,0.387570209294
norris,0.384981230313
bank,0.384374749321
boys,0.375490941292
yesterday,0.369060461426
gunman,0.368562491136
orleans,0.367854139558
gun,0.360282608885
water,0.339562187233
firefighters,0.329612524545
prostitution,0.327797535029
governor™s,0.324228493639
officers,0.32303297494
san,0.322515495287
river,0.31858643271
huckabee,0.301636745134
ice,0.297523941076
corzine,0.29723518092
maurice,0.281048041699
flames,0.28056657546
ivan,0.278847865479
searchers,0.277218256339
street,0.276342021346
road,0.275796249879
people,0.275357483976
pierce,0.2743115349
jersey,0.270859779694
state,0.267739848936
robbers,0.267133561461
tower,0.266018411207
security,0.263795011339
gunmen,0.261653944941
rescue,0.260192132037
