irs
0,0,0,0,0.0467837812142,0,0.547537375988,0,0,0,0,0,0,0,0,0,0,0
academic
0.0050500916164,0,0,0.00276851391264,0,0.304373893379,0,0,0.00451118865158,0.0395412772734,0.00224450995045,0,0,0,0,0,0,0
preference
0.00834516322531,0,0,0.00457490719921,0,0.00354204956264,0,0,0,0.228693761058,0,0,0,0,0,0,0,0
physicians
0,0,0,0.00799556051505,0.0503570290019,0,0,0,0.247540802371,0,0.00324110979784,0,0,0,0,0,0,0
taxes
0.0248908126614,0,0,0.00272908162403,0,0,0.2782092826,0.0388667595266,0,0,0,0,0,0,0,0,0,0
detox
0,0,0,0,0.386245542937,0,0,0,0,0,0,0,0,0,0,0,0,0
shares
0,0.00221928196965,0,0,0,0,0.0345740211295,0.275836174412,0,0.00540285653202,0,0.00187189643232,0,0,0,0,0,0
justice
0.0188821192118,0.00253034640255,0,0.369199166196,0.00790233478562,0,0,0,0,0.0231005435141,0,0.0192084278674,0,0,0,0,0,0
parish
0,0.559660473325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breyer
0.227472514163,0,0,0.0586836943858,0,0,0,0,0,0.0458362944505,0,0,0,0,0,0,0,0
applicants
0,0,0,0,0,0,0,0,0,0.247177713401,0,0,0,0,0,0,0,0
737
0,0,0.508278755438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
companies
0.0354997425748,0,0,0,0.0344411297309,0,0.101062591536,0.199892952381,0.00288286463623,0,0.0114747909903,0,0,0,0,0,0,0
boeing
0,0,0.395678449206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dr
0,0,0.00124941238782,0,0.0180054433889,0.00135264913965,0,0,0.0569360180039,0.00623816428612,0.157221023536,0,0,0,0,0,0,0
treatment
0.00322724932498,0.00129742725824,0,0.0159229115054,0.0891417475388,0.00136978471858,0,0,0.0288286463623,0.0142136783194,0.0846265835533,0.0098490617245,0,0,0,0,0,0
justices
0.0186311378858,0,0,0.2706653783,0,0,0,0,0,0.0410282835268,0,0,0,0,0,0,0,0
cancer
0,0.00437147520083,0,0.0059610803122,0,0,0,0,0.0145700321747,0,0.676593519038,0,0,0,0,0,0,0
students
0,0.0265033585491,0,0.0100391135204,0,0.0668445742201,0,0,0.00654334222826,0.24375204622,0.00162779678205,0,0,0,0,0,0,0
admissions
0,0,0,0.00892841771085,0,0.00345634312027,0,0,0,0.286920118799,0,0,0,0,0,0,0,0
stations
0,0.00757715819854,0,0.0034441499711,0.228748651659,0,0,0,0,0,0,0,0,0,0,0,0,0
brennan
0,0,0,0.374939894354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sepsis
0,0,0,0,0,0,0,0,0.322727149902,0,0,0,0,0,0,0,0,0
patients
0,0,0,0.0317530929507,0.0923007261118,0,0,0,0.199001782033,0,0.148517889994,0,0,0,0,0,0,0
basketball
0.00560601646095,0.00225374547616,0,0,0,0.285532411303,0,0,0,0.00274337908249,0.00747477116343,0,0,0,0,0,0,0
church
