yellowstone
0,0.326949306043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
probate
0.646314685678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samesex
0,0,0,0,0,0,0.668583184996,0,0,0,0,0,0,0,0,0,0,0
schwarzenegger
0,0,0,0,0,0,0,0,0,0.321501762626,0.0508296149864,0,0,0,0,0,0,0
contract
0,0.0059701543951,0.013424920299,0.0068226536744,0.0661724663757,0,0,0,0.00412252074646,0,0,0,0,0,0.256805931122,0,0,0
lenders
0,0,0,0,0,0.403144661299,0,0,0,0,0,0,0,0,0,0,0,0
people
0.0176825943609,0.0064128057865,0.0302826261847,0.0190541333061,0.0020308217328,0.0463825616593,0.0270903849608,0.093917200913,0.0194839968705,0.00439423856553,0.000694731663739,0.0117877310773,0.0180814918618,0,0.0288982111976,0.00369895124217,0.00738870371406,0
davis
0,0,0,0,0,0,0,0.0615819036331,0,0.0936429230293,0.0621810016734,0,0,0,0,0.0945912975713,0,0
francisco
0,0,0,0,0,0,0,0.0204251306039,0,0,0.310339627224,0,0,0,0,0,0,0
editorial
0.0236555587007,0.0083338597124,0,0.00952388076186,0,0,0.0130391568773,0.00782381621712,0.0633018143546,0.00951766641291,0.0315997200858,0,0.00345559984342,0,0.179240306167,0,0.0342932241805,0
mentally
0,0,0,0,0,0,0,0.283088566347,0.0475936600466,0,0,0.135742915351,0,0,0,0,0,0
fees
0.0727024397191,0.0149409686579,0.0167986705325,0,0.00394294958006,0.168851694732,0,0,0.00515853101846,0,0,0,0.00929281462666,0,0.0076510132819,0.00718171270842,0.00614809950419,0
bill
0.00211006077414,0.0806561853314,0.0175518699492,0,0.00137324633541,0.0305798951981,0.0529203443479,0.0268683578621,0.00359321552222,0.0178283654629,0,0.0392851052354,0.00539415285122,0,0.00266468686404,0.0150074361215,0.0364013117646,0
acres
0,0.169416042223,0.120303520005,0.0101898712062,0,0,0,0,0,0,0,0.00585362681566,0,0,0,0,0,0
environmental
0,0.206079698851,0,0.00841094791535,0,0,0,0,0,0,0.0717610351688,0,0.0244143084325,0,0,0.00707548881237,0,0
ames
0,0,0.528492802398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
health
0.00132783473277,0.00982372722655,0.0110451712241,0,0,0,0.00256170059746,0.104521687324,0,0.00747944425115,0,0.0838385479616,0.115412068844,0,0.0067074158496,0.00944399098647,0.129356544677,0
patients
0,0,0,0,0,0,0,0.0408420863432,0,0,0,0.183600575766,0.02834701736,0,0,0,0.112525832298,0
city
0,0,0.0945579572677,0.0797011794073,0.0162398416682,0.00185453367311,0,0.019257083868,0,0.00468524554397,0.0111111005351,0,0.0391248926483,0,0.0126049031849,0.100569782783,0,0
legislature
0.017388705446,0.0214411596701,0.0160713799923,0.00816760601292,0,0.0581548824076,0.123005073934,0.0201289316751,0.123379871103,0.212219192527,0,0.0656869584053,0,0,0,0.00687078383434,0,0
senate
0.00229664491203,0.0453100828392,0,0,0,0.0512060794119,0.0797536748856,0.0159513916638,0.00391094903429,0.0258731409267,0.0061358378616,0.0669270179914,0.0023484543862,0,0,0.00544482766141,0.0233059602943,0
parity
0,0,0,0,0,0,0,0,0,0,0,0.37561469034,0,0,0,0,0,0
government
0.00193595434274,0.0262584336344,0.00268393682209,0.0190959792822,0.00125993631997,0.0107910273039,0,0.00448206944583,0.0032967302553,0.0463456892965,0.00387914841308,0.00156711270486,0.0138573895804,0,0.136909742839,0,0.0707246424147,0
apollo
0,0,0,0,0.655664298225,0,0,0,0,0,0,0,0,0,0,0,0,0
board
0,0.00271324799975,0.0244048215424,0.0217047753659,0.101676433669,0,0.00212257390552,0.00509438709891,0.00374711286476,0.00619731798909,0,0.00356240742929,0.00450014744027,0,0.216747596862,0.00521673476121,0.00893185391871,0
sutton
0,0,0,0,0.384201692134,0,0,0,0,0,0,0,0,0,0,0,0,0
public
0.00559689932186,0.0199369790934,0.00517289202809,0.029794265703,0.000809447089298,0.00138654081213,0.0299936513661,0.0244758271353,0.00529496742623,0.0332777454677,0.0207680164872,0.00604075681022,0.0114463169232,0,0.108376541743,0.0103203234811,0.0176699843766,0
park
0,0.0735544544134,0.111644904032,0.0378258987888,0,0.00332503054312,0.00287708247803,0.00345264111193,0,0,0.0796852582027,0,0.00304990448514,0,0,0.0106066809747,0,0
parks
0.00332490814828,0.122993433957,0.0368762556522,0.112444878116,0,0,0,0.00769773795414,0,0.0187285846059,0.0222075005977,0,0,0,0,0,0,0
legislators
0.0196324596391,0.00806927429886,0,0,0,0.0145908680683,0.0757511192409,0.0303016951561,0.0111440168895,0.0737239777209,0.00874185270139,0.0688655359334,0,0,0,0.00775735644815,0,0
hospital
0,0,0.00870144395984,0,0,0,0,0.0145310708456,0,0,0,0.28197607014,0.0080225501126,0,0,0,0.0286615591827,0
riverdale
0,0,0,0.443692208309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insurers
0,0,0,0,0,0,0,0,0,0,0,0.0801161928891,0,0,0,0,0.228263070567,0
water
0.00138066627453,0.0646924104349,0,0.00389105613436,0.0017970998041,0.012313354411,0,0.00319648143933,0,0.00777703442677,0.219475326486,0.0156466681942,0.00282362480271,0,0,0.00327324867827,0,0
yosemite
0,0.0204343316277,0,0,0,0,0,0,0,0,0.520232290702,0,0,0,0,0,0,0
oregon
0,0,0,0,0,0,0,0,0,0,0,0.50084002088,0.00421784796319,0,0,0,0,0
san
0,0,0,0,0,0,0.00379864463487,0.0182342449145,0,0.0110909724597,0.27354431103,0,0,0,0,0,0,0
law
