music
0.0436089502898,0.00768977914666,0.207835621447,0,0.00177750783082,0.00796290078157,0.00521808825513,0.265949956918,0.0179087507454,0.00894781862843,0.0134807160169,0.00522230069643,0.00481302344135,0.0086743719624,0.013417532704,0.0389089904473,0,0.00762292356718
ballet
0,0,0.00468136960141,0,0,0,0,0,0,0,0.012247008575,0,0,0,0.00731376454526,0.730528997162,0.0304060023253,0
comedy
0.140274910996,0,0.0034000524581,0.00849615005548,0,0.00788119934082,0.0103290986149,0.0188015172095,0.0177250022876,0,0.0978442692433,0,0,0.0085853706416,0,0.0213943189156,0,0.0226341311442
musical
0.0210780735814,0,0.102946499198,0,0.00687316536638,0,0,0.0275453583511,0.0346242652899,0.00576648534119,0.00868774329567,0,0,0,0,0.0501503511352,0.0143795409974,0.0294758837875
seymour
0,0,0,0.416689024042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115633183301
portrait
0,0,0.0053379843676,0.0533548428912,0,0.0680529070322,0.00810819356716,0,0,0,0.0209471840154,0.0162294782465,0,0.033696961179,0.0750564209226,0,0.034670786311,0
pictures
0,0,0.00536109111526,0,0.00184930627083,0.157406341501,0,0.00988187173655,0.00465803363591,0,0,0.00543324381397,0,0.103784668149,0.0251271068904,0,0.0348208671385,0
photography
0,0,0,0,0,0.207202623573,0,0,0,0,0,0,0,0.169286860193,0,0,0,0
camera
0.0065032563902,0,0,0,0,0.132997834743,0,0,0.0320480626894,0,0.0268044524496,0,0,0.0776147985962,0.00640291717867,0.00515765969206,0.00887309189034,0.00682068603866
gallery
0,0.00761088000518,0,0.00849615005548,0.0035185402729,0.086693192749,0,0,0,0.00590400778231,0,0,0,0.0600975944912,0.111550868653,0,0.0809735988427,0
movies
0.0371418875867,0,0.00702205440211,0,0,0,0.00711082091549,0,0.128124716181,0,0.07348205145,0.00711656131585,0.00327941442155,0.0827455033227,0.00365688227263,0.017674088641,0.00506766705421,0.215549980191
composer
0,0,0.132827779361,0,0,0,0,0.163223872463,0,0,0.0128701094175,0,0,0,0,0,0,0
like
0.0426425856385,0.0618737171572,0.00882982894093,0.0364539511451,0.0345637309111,0.0685207130881,0.0139953094725,0.0180447412414,0.033022433979,0.0339982007405,0.0251085454181,0.0245115632307,0.0274314015387,0.0222959366345,0.0347872815209,0.0183590791462,0.0290909321507,0.0298160050971
museum
0.00910937764311,0.115653674938,0,0,0.166342264928,0.0332670563598,0,0,0,0.00498424037126,0,0,0.00804305498594,0.0869745824165,0.183860982178,0.00361227261164,0.192648001346,0.0127386858077
life
0.0324762998504,0.0217614772294,0.00767497154649,0.0524210756569,0.00370646978123,0.0201623491491,0.0310879666111,0.0014146949338,0.0186717161822,0.00177695657338,0.0294486429914,0.00933391896107,0.00215060245334,0.0155038726496,0.0143888493057,0.00708306200381,0.0221554537865,0.0346291881401
hemingway
0,0,0,0,0,0.374450068726,0,0,0.0135830160134,0,0,0,0,0.026316549925,0,0,0,0.0115633183301
novel
0.0431053304367,0,0.00271650145801,0.196854114644,0,0.00629675270133,0.31359587775,0.0075108177803,0.212423169132,0.00471705832377,0.0213200534136,0,0.00380595202518,0.0205780694441,0,0,0,0.060279119231
new
0.0495371553241,0.0313568714945,0.0228134139249,0.0300035909464,0.0318920956897,0.0139159666228,0.0328288745956,0.0365179717064,0.0177351568058,0.014594728589,0.0209412456634,0.00973492639486,0.005046744301,0.0192018227717,0.03063935008,0.0146068397919,0.0173304787161,0.0301961307529
contemporary
0,0.00710834922265,0.0158777698709,0.0158703334177,0.0131448731273,0,0.0675296260639,0,0.00827732838691,0,0.024922858093,0.00965487730866,0.0044491071571,0.0561294737,0.0446508830553,0.0199816959575,0.04812632258,0
lakefront
0,0,0,0,0.55503032787,0,0,0,0,0,0,0,0,0,0,0,0,0
hermes
0,0,0,0,0,0,0,0,0,0,0,0.316142577819,0,0,0,0,0,0
leibovitz
0,0,0,0,0,0.241025184717,0,0,0,0,0,0,0,0.200781452599,0,0,0,0
opera
0,0.00821806660085,0.0881113065338,0,0,0.00850995167882,0,0.304522185055,0.00956954052623,0,0.028813681106,0,0,0,0,0.00462022624475,0.00794850658467,0
exhibition
0,0.0100282836083,0,0,0.0370889250334,0.041537852185,0,0,0.0233549011122,0,0,0,0,0.0339368896702,0.104987272622,0,0.0969934683727,0
symphony
0,0,0.575587043896,0,0,0,0,0,0,0,0,0,0.00689252761962,0,0,0.0247644098307,0,0
city
0.0175371081178,0.0948337198435,0.00613994439625,0.00153426717869,0.0355819195815,0.0241946895679,0.00746107207936,0.0271619974466,0.012803394043,0.0138601871379,0.00321256205228,0.00560032142201,0.00516141828096,0.00465113691717,0.0153480238336,0.0131357901835,0.0106345609361,0.00953716801694
composers
0,0,0.165146955735,0,0,0,0,0.321319951316,0,0,0,0,0,0,0,0,0,0
painting
0,0.00608077871904,0,0,0.00281116832731,0.018890258104,0,0,0,0.00471705832377,0,0.00825918516868,0.0190297601259,0.0617342083324,0.123076740042,0.00341863540304,0.164677062988,0
kubrick
0,0,0,0,0,0,0,0,0.0135830160134,0.00904871333149,0,0,0,0.3157985991,0,0,0,0.0173449774952
paintings
0,0,0,0,0,0.0595696617517,0,0,0,0,0,0,0,0.0648921062667,0.0975073525374,0.00462022624475,0.095382079016,0
orchestra
0.0127389453375,0,0.345208033204,0,0,0,0,0.110983834452,0.0104629253992,0,0.0105012145937,0,0,0,0,0.0101031146466,0,0
architecture
0,0.127950286008,0.00317555397418,0,0.128162512991,0.0294432797099,0,0,0,0,0,0,0.0088982143142,0.00801849624285,0.0148836276851,0.00799267838299,0.02750075576,0
artist
0.00910937764311,0,0.0200925804058,0.0215176820568,0,0.0332670563598,0.00871995976518,0.0317449720841,0.037409195262,0,0.0150184378551,0,0,0.0797267005484,0.179376567979,0.0216736356698,0.0497156132506,0
matisse
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955597164499,0,0.450247037844,0
film
0.0155782283883,0.00549397016009,0.0269978838298,0,0,0.0568910217671,0.0149122728336,0,0.15353909181,0.00426185179097,0.31462281347,0.0223864667471,0.00687733851968,0.0805663748633,0.00766893538989,0.0339760250066,0.0159412889118,0.0299541281961
park
0.00349362579662,0.135530581133,0.0011008429206,0,0.227841199393,0.010206857226,0,0,0.00286943268176,0.00573466314159,0,0.00334697612477,0.00616934009839,0.00555941098439,0.00515958358863,0.00138537771458,0,0
glass
0,0.160545133647,0.0163934300346,0.0768082128223,0.0508941651624,0,0,0.0396602244565,0.00534134378157,0.0249080189891,0,0,0.0172260007599,0.00517431990641,0.00640291717867,0,0.0221827297258,0.00682068603866
boston
0,0.239618666553,0.011469239276,0,0.00395630957557,0,0.00580711155585,0,0,0,0,0.00581179950197,0,0.024133860525,0,0,0.0248313168858,0.025450221636
movie
0.0174746168742,0,0.00550625894015,0.00917280008203,0.00189938185491,0.0127633102325,0.00557586412687,0,0.310970662872,0,0.211273556865,0.00558036539231,0.00257151311326,0.0463456318516,0,0.00230982043658,0.00397374976396,0.299350281432
comic
0.209844651267,0.00870657224171,0,0.0291578677567,0,0,0.0708966977964,0,0.131798961904,0,0.0407019328322,0,0,0,0,0,0,0.0258926297355
picasso
0,0,0,0.0122931082071,0,0.0228066678827,0,0,0,0,0,0,0,0,0.00768587278881,0.018573307373,0.276925937639,0
dance
0.0365739265201,0.0309564434563,0.00230489184772,0,0.00238521460796,0,0.00700208466932,0.0318638199521,0.0180236395366,0,0.00602986575019,0,0,0.0116400267616,0,0.249454789318,0.00499017401946,0
dancers
0.0113439797517,0,0,0,0.00369905952008,0,0,0.0197661319273,0.0093171931213,0,0,0,0,0.0180516887925,0.00558447633526,0.256408318027,0.0232167168337,0.0158635858043
artists
0.0197305132835,0.0139167110047,0.0341940105289,0.0543740838287,0,0.0432329928427,0.0283305768054,0.00859477751841,0.00810266796438,0,0.00813231976998,0.00945114914042,0,0,0.218543509936,0.0156480487559,0.0673011514939,0
hopper
0,0,0,0,0.00539265249111,0,0,0,0,0,0,0,0,0.328956874063,0,0,0.236924492921,0
photographs
0,0.00540667303758,0.00483070865367,0,0.00499905314817,0.167961134392,0,0,0,0,0,0.0146871694653,0,0.10368196094,0.0264147761035,0,0,0
characters
0.0364375105725,0,0,0.0860707282272,0,0,0.0610397183562,0.0238087290631,0.0523728733668,0,0.0225276567826,0.0174539983718,0.00402152749297,0,0.00896882839894,0.0216736356698,0,0.00636934290384
art
0.0316148667962,0.0267590584188,0.00996185748684,0.0647217466244,0.035050655969,0.0785101733367,0.0121053436248,0.0275434037101,0.0155798137457,0.0380561025682,0.0312736565028,0,0.00837423110482,0.145895450489,0.426440978709,0.0877568867445,0.168228691177,0.0198948097045
book
0.085526778223,0.00603254177219,0,0.0942791531447,0.00697217048454,0,0.0368417626731,0,0.0491722190125,0.00233981967564,0.0141006186593,0,0.00188788028933,0,0.00421035896989,0,0,0.0313954953494
