dna
0,0,0,0.35962173308,0,0,0,0,0,0,0.0126255512467,0,0.00380884932922,0.401297389386,0,0,0.140465097226,0
research
0,0,0,0.0572981996592,0,0.00331736372004,0,0.00170631834531,0.00666335681691,0.0118672313874,0.0924285284138,0.00979005896665,0.0129357097445,0.0229443816787,0.0189906662164,0.0138381938988,0.0172576621971,0
genetic
0,0,0,0.429974268427,0,0.00549983588412,0,0,0,0.0236095275181,0.022116631376,0,0,0.502119316829,0,0,0.13079481914,0
aneurysm
0,0,0,0,0,0,0,0,0,0.76730245595,0,0,0,0,0,0,0,0
sheiks
0,0,0,0,0,0,0,0.00715605866926,0,0,0,0.336676646286,0,0,0,0,0,0
gene
0,0,0,0.21852528045,0,0,0,0,0.00643792803044,0,0.0193333292194,0,0,0.146309774677,0.00688057155599,0,0.0357296062581,0
embryonic
0,0,0,0,0,0,0,0,0,0,0.372667907758,0.00781406318207,0,0,0,0,0,0
nicholas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789624298304,0.00218363120881
planes
0,0,0,0,0,0.00364653159275,0.157301210378,0.0131294033305,0.00244151111115,0,0,0,0.00315983669488,0,0.140906446699,0,0,0.00662493874893
disease
0,0,0,0.0786283940493,0,0.0216234571216,0,0,0.0018097303383,0.0599491668094,0.0434774819021,0,0.0117108873777,0.10219767214,0.00386831882273,0.0123001391383,0.108472521414,0.00245531396285
company
0,0,0,0.00592216182411,0.0153194593596,0.00108576224335,0.00960753995136,0.00111694477351,0.133761546975,0.000776821166501,0,0,0,0.0050064138125,0.00466168698113,0.0395275233608,0.00403455437238,0.0483284321801
researchers
0,0,0,0.0758912871955,0,0.00596306575802,0,0,0.00199626562042,0.00426634442895,0.0479588591441,0.0140783514429,0.0465046912806,0.0137477495459,0.0384033606558,0,0.00443159875456,0
alcohol
0,0,0,0,0,0.494182210471,0,0,0,0,0,0,0,0,0,0,0.00249839214603,0
companies
0,0,0,0.0138566145486,0.0161299424745,0,0.00210746485754,0.000980031046412,0.11226238416,0.00545279500821,0.00109457134328,0,0,0.019328028358,0.0109073682149,0.0419077644138,0,0.0406736004405
million
0,0,0,0.0037822499206,0.0146758968263,0.0717703455339,0.00862868642495,0.00374507876239,0.098892422421,0.00223256193796,0.00358524142678,0.0171900124121,0.00991455643554,0.00479609696777,0.0223292596579,0.00946674815716,0.00463807780572,0.0217317986996
al
0,0,0,0,0,0,0.00294920568792,0.183776236597,0.00178523877289,0,0,0.141638822619,0,0,0,0,0,0.00847729939466
fire
0,0,0,0.00242251285962,0.0037599364965,0.0093269543416,0.000736884280166,0.000685344260514,0.00356845748257,0,0,0.00314574861899,0.00230917296383,0,0.29747709218,0,0,0
coli
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432938446805,0.006427608567,0
saleh
0,0,0,0,0,0,0,0.00340480057485,0,0,0,0.273492211372,0,0,0,0,0,0.012026149464
ge
0,0,0,0,0,0,0,0,0.0405354830169,0,0,0,0,0,0,0,0,0.70708722101
sequencing
0,0,0,0.0157247180904,0,0,0,0,0,0,0,0,0,0,0,0,0.269959559814,0
cancer
0,0,0,0,0,0,0,0,0.0107457466923,0.0505238998994,0.11432751626,0,0.00278145813527,0.133205570871,0,0,0,0
saudi
0,0,0,0,0,0,0,0.31977040806,0,0,0,0.0298324143828,0,0,0,0,0,0
ohare
0,0,0,0,0,0,0.553983590511,0,0,0,0,0,0,0,0,0,0,0
tyco
0,0,0,0,0,0,0,0,0.596450678677,0,0,0,0,0,0,0,0,0
beef
0,0,0,0,0,0,0.00287097664836,0,0.00347576898398,0,0,0,0,0,0,0.500033995282,0,0
fries
0,0,0,0,0.59774147072,0,0.0146434086649,0,0,0,0,0,0,0,0,0,0,0
united
0,0,0,0.00465580458162,0.0108392796538,0.0038411540241,0.0828483398362,0.0731021946551,0.00171454618194,0,0.0169176296148,0.0362747073347,0.00665696655978,0.00472304912794,0.00366486162476,0.00485550161593,0,0.0511758464839
tribal
0,0,0,0.0873646016703,0,0.0266955403325,0,0,0,0,0,0.214288979466,0,0,0,0,0,0.0193999492476
scientists
0,0,0,0.110883200113,0,0,0,0,0.00214914933847,0,0.13092344604,0,0.0945695765992,0.0355214855655,0.00459383072874,0.00243450965526,0.0310114487385,0.00583162725109
laden
0,0,0,0,0,0,0,0.395662006618,0,0,0,0.0113506204346,0.00416602675627,0,0,0,0,0.0960797731876
yemen
0,0,0,0,0,0,0,0.0281831928443,0,0,0,0.524633214008,0,0,0,0,0,0.0110606996754
algae
0,0,0,0,0,0,0,0,0,0,0,0,0.438111833717,0,0,0,0,0
stem
0,0,0,0,0,0,0,0,0,0,0.510072270367,0,0.00380884932922,0,0,0,0,0
doctors
0,0,0,0.00435840215063,0,0.0167803517326,0,0,0,0.111481471284,0.0165255329743,0.00282979664935,0.00207724478567,0.0309494588553,0,0.00909068596599,0.0676982511194,0
democracy
0,0,0,0.00737927567255,0.00381774484137,0,0,0,0,0,0,0.234767374305,0,0,0,0,0,0
potatoes
0,0,0,0,0.25197115953,0,0,0,0,0,0,0,0,0,0,0.00461747279006,0,0
mutation
0,0,0,0.0240701605083,0,0,0,0.00340480057485,0,0,0.00760546750527,0,0,0.0793578817511,0,0,0.157422034789,0
qaeda
0,0,0,0,0,0,0,0.28560711344,0,0,0,0.0252104681725,0,0,0,0,0,0.00969997462379
airlines
0,0,0,0,0,0,0.331361307277,0.00868126333243,0,0,0,0,0,0,0,0,0,0.00766580656318
plant
0,0,0,0,0.0790400245491,0,0,0.00149038542024,0.00194003850006,0.00207308896222,0.00166457295145,0.003420454615,0.00251082406055,0,0.0124405619242,0.156031974445,0,0.0105284273946
flights
0,0,0,0,0.00374681537854,0,0.23791733484,0.014342004649,0.00266700342927,0,0,0,0,0,0,0,0,0
diversity
0,0,0,0.287697386464,0,0,0,0,0,0,0,0,0,0.0081070179674,0,0,0.00326663016805,0
cells
0,0,0,0.0441683462854,0,0,0,0.0303462275043,0,0,0.544280374467,0,0.00601455460328,0.00960134505596,0,0.0105286440001,0.0696375391934,0
afghanistan
0,0,0,0,0,0,0,0.311571946815,0,0,0,0,0,0,0,0,0,0
huntingtons
0,0,0,0,0,0,0,0,0,0,0,0,0,0.305781934483,0,0,0.00547605925327,0
madrid
0,0,0,0,0,0,0,0.00549244448924,0,0,0,0.308828235113,0,0,0,0,0,0
genes
0,0,0,0.324947166863,0,0,0,0,0,0.0094719854266,0.00380273375263,0,0,0.115984596406,0,0,0.108227648917,0
tax
0,0,0,0,0.00834634018503,0.00221829165859,0.00490722666593,0,0.0193081526179,0,0,0,0,0,0,0.00168245043004,0,0.328456712445
