13859,0.723517595759
12866,0.697619055057
10434,0.67052877163
6581,0.517294319354
10374,0.51342495333
5688,0.458612721874
12706,0.427793554524
13712,0.421343900109
1558,0.34271762058
9175,0.338618216636
24765,0.327619735591
9469,0.270257856692
5721,0.245068818375
7413,0.227889223997
19752,0.227176539312
33607,0.223665456855
6722,0.220729586391
30086,0.218048727022
4753,0.214492272922
10796,0.212549837923
2528,0.211307352914
28529,0.189805958218
10491,0.188128234093
29330,0.185688476877
8837,0.18469586829
30556,0.182949556543
6363,0.18127817843
7797,0.178119259844
1971,0.176722435951
29449,0.175332652858
3202,0.17193441081
28573,0.171566042649
23705,0.171563907568
17022,0.170478460274
25324,0.165528431386
22053,0.162207825679
21109,0.15333958886
31167,0.148197005619
23514,0.147274300349
20111,0.139953690961
3047,0.139370590178
33299,0.136996916917
10713,0.134177424492
31218,0.128391666172
17470,0.128317613798
15876,0.127160504918
18916,0.125986825221
27688,0.123759994132
17615,0.123462623409
